No.,Time,Tspan(s),G_High,G_Avg,G_Low
385,2026-05-25 15:13:29:606,15.300, 745.35,  76.71,  55.78
386,2026-05-25 15:13:29:648,15.342, 689.77,  76.71,  55.78
387,2026-05-25 15:13:29:688,15.383, 718.59,  76.71,  55.78
388,2026-05-25 15:13:29:727,15.421, 713.39,  76.71,  50.00
389,2026-05-25 15:13:29:766,15.460, 681.17,  76.71,  50.00
390,2026-05-25 15:13:29:806,15.500, 673.64,  76.71,  59.21
391,2026-05-25 15:13:29:849,15.543, 681.79,  76.71,  55.78
392,2026-05-25 15:13:29:888,15.582, 741.38,  76.71,  52.27
393,2026-05-25 15:13:29:926,15.620, 961.16,  77.39,  55.78
394,2026-05-25 15:13:29:966,15.660,1014.60,  77.73,  55.78
395,2026-05-25 15:13:30:009,15.703, 977.02,  77.39,  55.78
396,2026-05-25 15:13:30:051,15.745,1044.01,  77.73,  55.78
397,2026-05-25 15:13:30:088,15.782,1149.88,  77.73,  59.21
398,2026-05-25 15:13:30:128,15.822,1163.42,  78.40,  55.78
399,2026-05-25 15:13:30:168,15.862,1105.18,  78.07,  59.21
400,2026-05-25 15:13:30:207,15.901,1150.33,  78.40,  55.78
401,2026-05-25 15:13:30:247,15.941,1195.30,  78.07,  59.21
402,2026-05-25 15:13:30:286,15.980,1231.38,  77.73,  55.78
403,2026-05-25 15:13:30:326,16.020,1272.10,  77.73,  59.21
404,2026-05-25 15:13:30:366,16.061,1307.85,  78.07,  55.78
405,2026-05-25 15:13:30:406,16.101,1324.07,  78.07,  55.78
406,2026-05-25 15:13:30:448,16.142,1315.66,  78.07,  59.21
407,2026-05-25 15:13:30:488,16.182,1299.74,  78.40,  55.78
408,2026-05-25 15:13:30:528,16.222,1231.38,  78.74,  59.21
409,2026-05-25 15:13:30:569,16.263,1253.02,  78.40,  55.78
410,2026-05-25 15:13:30:608,16.301,1258.88,  78.74,  59.21
411,2026-05-25 15:13:30:646,16.340,1278.41,  79.07,  59.21
412,2026-05-25 15:13:30:686,16.380,1232.88,  78.74,  59.21
413,2026-05-25 15:13:30:726,16.420,1209.43,  78.74,  55.78
414,2026-05-25 15:13:30:767,16.461,1092.53,  78.40,  59.21
415,2026-05-25 15:13:30:806,16.500,1092.98,  78.40,  55.78
416,2026-05-25 15:13:30:846,16.541,1193.50,  79.07,  59.21
417,2026-05-25 15:13:30:886,16.580,1210.18,  79.07,  59.21
418,2026-05-25 15:13:30:926,16.620,1158.15,  79.07,  50.00
419,2026-05-25 15:13:30:966,16.660,1143.11,  79.07,  52.27
420,2026-05-25 15:13:31:006,16.700,1243.10,  79.41,  55.78
421,2026-05-25 15:13:31:048,16.742,1239.95,  79.07,  52.27
422,2026-05-25 15:13:31:089,16.784,1206.28,  78.40,  55.78
423,2026-05-25 15:13:31:128,16.823,1157.85,  78.40,  55.78
424,2026-05-25 15:13:31:172,16.866, 781.04,  76.71,  59.21
425,2026-05-25 15:13:31:208,16.902, 503.17,  75.35,  59.21
426,2026-05-25 15:13:31:247,16.941, 458.25,  74.67,  59.21
427,2026-05-25 15:13:31:286,16.980, 530.36,  74.32,  59.21
428,2026-05-25 15:13:31:327,17.021, 520.11,  74.32,  59.21
429,2026-05-25 15:13:31:366,17.060, 512.20,  74.32,  55.78
430,2026-05-25 15:13:31:406,17.100, 529.58,  74.67,  59.21
431,2026-05-25 15:13:31:448,17.142, 528.00,  74.32,  55.78
432,2026-05-25 15:13:31:491,17.185, 506.50,  73.63,  59.21
433,2026-05-25 15:13:31:528,17.222, 528.00,  73.63,  55.78
434,2026-05-25 15:13:31:566,17.261, 520.90,  73.63,  55.78
435,2026-05-25 15:13:31:610,17.305, 520.90,  73.63,  55.78
436,2026-05-25 15:13:31:648,17.342, 520.90,  73.29,  55.78
437,2026-05-25 15:13:31:688,17.383, 485.02,  72.94,  55.78
438,2026-05-25 15:13:31:726,17.421, 485.02,  72.94,  59.21
439,2026-05-25 15:13:31:766,17.460, 495.06,  73.29,  59.21
440,2026-05-25 15:13:31:806,17.500, 489.17,  73.29,  55.78
441,2026-05-25 15:13:31:846,17.540, 477.35,  73.29,  59.21
442,2026-05-25 15:13:31:886,17.581, 486.62,  73.29,  59.21
443,2026-05-25 15:13:31:926,17.620, 475.59,  72.59,  55.78
444,2026-05-25 15:13:31:968,17.662, 466.93,  72.25,  55.78
445,2026-05-25 15:13:32:008,17.702, 457.28,  72.59,  55.78
446,2026-05-25 15:13:32:049,17.743, 451.95,  73.29,  55.78
447,2026-05-25 15:13:32:089,17.783, 451.95,  72.94,  55.78
448,2026-05-25 15:13:32:127,17.821, 425.31,  72.94,  55.78
449,2026-05-25 15:13:32:168,17.862, 433.79,  73.29,  55.78
450,2026-05-25 15:13:32:208,17.902, 444.67,  72.94,  55.78
451,2026-05-25 15:13:32:246,17.940, 436.56,  73.29,  59.21
452,2026-05-25 15:13:32:288,17.982, 433.79,  73.29,  55.78
453,2026-05-25 15:13:32:328,18.022, 423.35,  73.29,  55.78
454,2026-05-25 15:13:32:366,18.061, 427.27,  72.94,  55.78
455,2026-05-25 15:13:32:406,18.101, 390.19,  72.94,  59.21
456,2026-05-25 15:13:32:448,18.142, 383.01,  73.29,  55.78
457,2026-05-25 15:13:32:486,18.180, 382.01,  73.63,  59.21
458,2026-05-25 15:13:32:528,18.222, 378.99,  73.63,  59.21
459,2026-05-25 15:13:32:568,18.262, 375.80,  73.29,  55.78
460,2026-05-25 15:13:32:608,18.302, 386.19,  73.63,  59.21
461,2026-05-25 15:13:32:649,18.343, 401.14,  73.98,  59.21
462,2026-05-25 15:13:32:688,18.382, 396.17,  73.63,  59.21
463,2026-05-25 15:13:32:728,18.422, 345.74,  73.63,  59.21
464,2026-05-25 15:13:32:765,18.460, 333.31,  73.63,  55.78
465,2026-05-25 15:13:32:805,18.500, 314.75,  73.63,  59.21
466,2026-05-25 15:13:32:846,18.541, 311.03,  73.63,  59.21
467,2026-05-25 15:13:32:885,18.580, 315.81,  73.98,  59.21
468,2026-05-25 15:13:32:925,18.620, 313.51,  73.98,  59.21
469,2026-05-25 15:13:32:966,18.660, 284.93,  73.63,  59.21
470,2026-05-25 15:13:33:006,18.700, 286.21,  72.94,  55.78
471,2026-05-25 15:13:33:046,18.741, 278.51,  73.29,  59.21
472,2026-05-25 15:13:33:088,18.783, 251.27,  72.94,  59.21
473,2026-05-25 15:13:33:128,18.822, 263.80,  72.94,  59.21
474,2026-05-25 15:13:33:175,18.869, 258.32,  73.29,  59.21
475,2026-05-25 15:13:33:211,18.906, 251.27,  72.94,  59.21
476,2026-05-25 15:13:33:248,18.942, 223.17,  73.29,  55.78
477,2026-05-25 15:13:33:286,18.981, 223.17,  73.29,  59.21
478,2026-05-25 15:13:33:326,19.020, 223.17,  73.29,  59.21
479,2026-05-25 15:13:33:366,19.060, 223.17,  73.98,  59.21
480,2026-05-25 15:13:33:407,19.102, 226.39,  73.63,  59.21
481,2026-05-25 15:13:33:448,19.143, 227.79,  72.94,  59.21
482,2026-05-25 15:13:33:491,19.185, 212.36,  72.59,  55.78
483,2026-05-25 15:13:33:529,19.223, 212.36,  73.29,  59.21
484,2026-05-25 15:13:33:566,19.261, 212.36,  73.29,  59.21
485,2026-05-25 15:13:33:605,19.300, 202.57,  73.29,  55.78
486,2026-05-25 15:13:33:648,19.342, 220.14,  73.29,  59.21
487,2026-05-25 15:13:33:689,19.383, 291.30,  72.94,  59.21
488,2026-05-25 15:13:33:728,19.422, 447.43,  72.94,  55.78
489,2026-05-25 15:13:33:768,19.462, 612.05,  73.29,  55.78
490,2026-05-25 15:13:33:808,19.502, 652.71,  73.63,  59.21
491,2026-05-25 15:13:33:848,19.542,1041.15,  74.32,  59.21
492,2026-05-25 15:13:33:889,19.583,1011.29,  74.67,  59.21
493,2026-05-25 15:13:33:926,19.620, 949.38,  74.67,  59.21
494,2026-05-25 15:13:33:968,19.662,1068.12,  74.67,  59.21
495,2026-05-25 15:13:34:008,19.702,1021.39,  74.67,  55.78
496,2026-05-25 15:13:34:048,19.743, 800.83,  74.32,  59.21
497,2026-05-25 15:13:34:087,19.782, 663.64,  74.67,  59.21
498,2026-05-25 15:13:34:128,19.822, 587.66,  74.67,  59.21
499,2026-05-25 15:13:34:168,19.862, 522.48,  74.32,  59.21
500,2026-05-25 15:13:34:208,19.903, 761.07,  74.32,  59.21
501,2026-05-25 15:13:34:248,19.942, 867.34,  75.01,  59.21
502,2026-05-25 15:13:34:285,19.980, 923.37,  75.35,  59.21
503,2026-05-25 15:13:34:328,20.022, 958.90,  75.35,  59.21
504,2026-05-25 15:13:34:366,20.060, 859.91,  75.35,  59.21
505,2026-05-25 15:13:34:405,20.100, 777.08,  75.69,  59.21
506,2026-05-25 15:13:34:448,20.142, 942.58,  75.69,  59.21
507,2026-05-25 15:13:34:488,20.182, 929.88,  78.40,  65.86
508,2026-05-25 15:13:34:528,20.222, 825.00,  78.40,  62.57
509,2026-05-25 15:13:34:568,20.262, 659.79,  78.07,  62.57
510,2026-05-25 15:13:34:606,20.300, 584.08,  77.73,  62.57
511,2026-05-25 15:13:34:645,20.340, 601.81,  78.07,  55.78
512,2026-05-25 15:13:34:688,20.383, 563.01,  77.73,  59.21
513,2026-05-25 15:13:34:739,20.434, 691.62,  77.73,  62.57
514,2026-05-25 15:13:34:766,20.460, 834.72,  78.07,  62.57
515,2026-05-25 15:13:34:807,20.501, 876.74,  78.40,  62.57
516,2026-05-25 15:13:34:846,20.541, 936.23,  78.40,  62.57
517,2026-05-25 15:13:34:886,20.580, 884.92,  78.40,  62.57
518,2026-05-25 15:13:34:926,20.620, 842.47,  78.74,  65.86
519,2026-05-25 15:13:34:966,20.660, 780.43,  78.74,  59.21
520,2026-05-25 15:13:35:006,20.700, 757.26,  78.74,  62.57
521,2026-05-25 15:13:35:046,20.740, 845.96,  78.40,  62.57
522,2026-05-25 15:13:35:088,20.782, 825.00,  78.40,  62.57
523,2026-05-25 15:13:35:129,20.823, 730.37,  78.40,  62.57
524,2026-05-25 15:13:35:172,20.866, 586.89,  77.73,  62.57
525,2026-05-25 15:13:35:209,20.903, 572.54,  77.39,  52.27
526,2026-05-25 15:13:35:252,20.946, 595.44,  77.39,  55.78
527,2026-05-25 15:13:35:287,20.981, 661.03,  77.73,  62.57
528,2026-05-25 15:13:35:326,21.020, 791.24,  78.07,  62.57
529,2026-05-25 15:13:35:366,21.060, 867.95,  77.73,  62.57
530,2026-05-25 15:13:35:407,21.101, 888.41,  78.07,  55.78
531,2026-05-25 15:13:35:448,21.142, 850.51,  78.40,  62.57
532,2026-05-25 15:13:35:491,21.185, 801.89,  75.69,  59.21
533,2026-05-25 15:13:35:528,21.223, 745.96,  75.35,  59.21
534,2026-05-25 15:13:35:566,21.261, 700.82,  75.69,  59.21
535,2026-05-25 15:13:35:605,21.300, 718.59,  75.69,  59.21
536,2026-05-25 15:13:35:645,21.340, 739.54,  76.37,  59.21
537,2026-05-25 15:13:35:689,21.383, 699.59,  76.37,  59.21
538,2026-05-25 15:13:35:726,21.420, 709.10,  76.03,  59.21
539,2026-05-25 15:13:35:768,21.463, 605.85,  76.37,  59.21
540,2026-05-25 15:13:35:806,21.501, 532.73,  76.37,  50.00
541,2026-05-25 15:13:35:846,21.540, 573.95,  76.37,  50.00
542,2026-05-25 15:13:35:886,21.581, 589.06,  75.69,  50.00
543,2026-05-25 15:13:35:926,21.620, 571.14,  75.35,  50.00
544,2026-05-25 15:13:35:968,21.662, 739.54,  75.35,  50.00
545,2026-05-25 15:13:36:009,21.703, 799.76,  76.03,  50.00
546,2026-05-25 15:13:36:048,21.743, 867.95,  76.37,  55.78
547,2026-05-25 15:13:36:086,21.780, 815.73,  76.71,  59.21
548,2026-05-25 15:13:36:129,21.823, 728.69,  76.37,  59.21
549,2026-05-25 15:13:36:168,21.863, 685.48,  75.69,  59.21
550,2026-05-25 15:13:36:208,21.902, 668.57,  75.69,  55.78
551,2026-05-25 15:13:36:248,21.943, 652.71,  75.35,  59.21
552,2026-05-25 15:13:36:289,21.983, 650.70,  75.35,  55.78
553,2026-05-25 15:13:36:328,22.022, 669.34,  75.69,  59.21
554,2026-05-25 15:13:36:366,22.060, 595.44,  75.35,  59.21
555,2026-05-25 15:13:36:408,22.102, 563.01,  75.35,  59.21
556,2026-05-25 15:13:36:446,22.140, 500.79,  75.69,  59.21
557,2026-05-25 15:13:36:488,22.182, 471.27,  75.35,  50.00
558,2026-05-25 15:13:36:528,22.223, 490.76,  75.35,  50.00
559,2026-05-25 15:13:36:568,22.263, 538.08,  75.69,  50.00
560,2026-05-25 15:13:36:607,22.302, 531.94,  75.35,  50.00
561,2026-05-25 15:13:36:649,22.343, 725.63,  75.01,  50.00
562,2026-05-25 15:13:36:688,22.382, 873.71,  75.35,  50.00
563,2026-05-25 15:13:36:728,22.422, 917.78,  75.69,  50.00
564,2026-05-25 15:13:36:766,22.460, 902.19,  76.03,  50.00
565,2026-05-25 15:13:36:807,22.501, 827.58,  76.37,  55.78
566,2026-05-25 15:13:36:846,22.540, 726.85,  76.37,  55.78
567,2026-05-25 15:13:36:886,22.581, 665.49,  76.37,  52.27
568,2026-05-25 15:13:36:926,22.620, 664.87,  76.03,  55.78
569,2026-05-25 15:13:36:966,22.661, 655.94,  76.71,  52.27
570,2026-05-25 15:13:37:006,22.700, 618.25,  76.37,  50.00
571,2026-05-25 15:13:37:046,22.740, 599.02,  76.03,  50.00
572,2026-05-25 15:13:37:088,22.782, 564.42,  76.37,  50.00
573,2026-05-25 15:13:37:128,22.823, 515.37,  76.37,  50.00
574,2026-05-25 15:13:37:173,22.867, 460.82,  76.37,  55.78
575,2026-05-25 15:13:37:209,22.903, 438.35,  76.37,  50.00
576,2026-05-25 15:13:37:248,22.943, 442.89,  76.37,  50.00
577,2026-05-25 15:13:37:287,22.981, 475.59,  76.37,  50.00
578,2026-05-25 15:13:37:327,23.021, 476.39,  76.37,  50.00
579,2026-05-25 15:13:37:366,23.060, 710.32,  77.05,  50.00
580,2026-05-25 15:13:37:406,23.101, 816.64,  77.39,  52.27
581,2026-05-25 15:13:37:447,23.141, 860.97,  77.73,  50.00
582,2026-05-25 15:13:37:490,23.185, 859.00,  78.07,  50.00
583,2026-05-25 15:13:37:528,23.222, 808.28,  78.07,  52.27
584,2026-05-25 15:13:37:567,23.262, 756.03,  78.07,  59.21
585,2026-05-25 15:13:37:606,23.300, 704.35,  78.07,  59.21
586,2026-05-25 15:13:37:647,23.342, 663.64,  78.07,  52.27
587,2026-05-25 15:13:37:689,23.383, 636.35,  78.07,  52.27
588,2026-05-25 15:13:37:728,23.422, 571.14,  77.39,  50.00
589,2026-05-25 15:13:37:767,23.461, 530.36,  77.39,  50.00
590,2026-05-25 15:13:37:806,23.500, 522.48,  77.05,  50.00
591,2026-05-25 15:13:37:847,23.541, 482.47,  76.71,  50.00
592,2026-05-25 15:13:37:886,23.580, 438.35,  76.71,  50.00
593,2026-05-25 15:13:37:926,23.620, 425.31,  77.05,  50.00
594,2026-05-25 15:13:37:967,23.662, 428.09,  77.39,  50.00
595,2026-05-25 15:13:38:006,23.700, 430.86,  77.39,  50.00
596,2026-05-25 15:13:38:048,23.742, 431.84,  77.05,  50.00
597,2026-05-25 15:13:38:088,23.783, 758.32,  77.39,  50.00
598,2026-05-25 15:13:38:128,23.823, 835.79,  77.73,  52.27
599,2026-05-25 15:13:38:168,23.862, 919.59,  77.73,  52.27
600,2026-05-25 15:13:38:208,23.902, 864.01,  78.07,  55.78
601,2026-05-25 15:13:38:245,23.940, 767.17,  78.07,  52.27
602,2026-05-25 15:13:38:288,23.983, 700.82,  78.40,  52.27
603,2026-05-25 15:13:38:328,24.022, 652.71,  78.74,  50.00
604,2026-05-25 15:13:38:366,24.061, 662.87,  78.40,  52.27
605,2026-05-25 15:13:38:406,24.101, 628.31,  78.07,  50.00
606,2026-05-25 15:13:38:448,24.142, 571.76,  78.07,  50.00
607,2026-05-25 15:13:38:488,24.183, 518.53,  77.73,  50.00
608,2026-05-25 15:13:38:528,24.222, 531.15,  77.73,  50.00
609,2026-05-25 15:13:38:568,24.262, 476.39,  77.39,  50.00
610,2026-05-25 15:13:38:606,24.300, 450.18,  77.39,  50.00
611,2026-05-25 15:13:38:649,24.343, 421.55,  77.05,  50.00
612,2026-05-25 15:13:38:689,24.384, 420.57,  77.39,  50.00
613,2026-05-25 15:13:38:728,24.422, 423.35,  77.73,  50.00
614,2026-05-25 15:13:38:766,24.461, 418.60,  77.73,  50.00
615,2026-05-25 15:13:38:806,24.500, 700.21,  77.73,  52.27
616,2026-05-25 15:13:38:845,24.540, 852.94,  78.07,  55.78
617,2026-05-25 15:13:38:887,24.581, 903.70,  78.40,  55.78
618,2026-05-25 15:13:38:926,24.620, 905.97,  78.74,  55.78
619,2026-05-25 15:13:38:966,24.660, 840.34,  78.74,  59.21
620,2026-05-25 15:13:39:006,24.700, 753.90,  78.40,  59.21
621,2026-05-25 15:13:39:046,24.740, 689.77,  78.40,  59.21
622,2026-05-25 15:13:39:088,24.782, 643.61,  78.74,  55.78
623,2026-05-25 15:13:39:128,24.823, 654.55,  78.40,  50.00
624,2026-05-25 15:13:39:172,24.867, 591.24,  78.07,  50.00
625,2026-05-25 15:13:39:208,24.903, 538.08,  78.07,  50.00
626,2026-05-25 15:13:39:248,24.942, 543.42,  77.73,  50.00
627,2026-05-25 15:13:39:286,24.981, 522.48,  78.07,  50.00
628,2026-05-25 15:13:39:326,25.020, 453.73,  77.73,  50.00
629,2026-05-25 15:13:39:366,25.060, 428.09,  77.73,  52.27
630,2026-05-25 15:13:39:406,25.101, 414.83,  77.73,  50.00
631,2026-05-25 15:13:39:448,25.142, 421.55,  77.73,  50.00
632,2026-05-25 15:13:39:490,25.184, 420.57,  77.73,  50.00
633,2026-05-25 15:13:39:528,25.222, 547.97,  77.39,  55.78
634,2026-05-25 15:13:39:568,25.262, 747.64,  78.07,  55.78
635,2026-05-25 15:13:39:606,25.300, 859.46,  78.40,  55.78
636,2026-05-25 15:13:39:647,25.342, 893.56,  78.40,  59.21
637,2026-05-25 15:13:39:686,25.380, 869.92,  77.73,  59.21
638,2026-05-25 15:13:39:728,25.422, 826.52,  78.07,  59.21
639,2026-05-25 15:13:39:766,25.461, 776.62,  78.07,  59.21
640,2026-05-25 15:13:39:806,25.500, 718.59,  78.40,  55.78
641,2026-05-25 15:13:39:846,25.540, 664.26,  78.74,  52.27
642,2026-05-25 15:13:39:889,25.583, 622.28,  78.40,  50.00
643,2026-05-25 15:13:39:928,25.621, 568.17,  78.07,  50.00
644,2026-05-25 15:13:39:969,25.662, 537.29,  77.39,  50.00
645,2026-05-25 15:13:40:008,25.703, 511.25,  77.39,  50.00
646,2026-05-25 15:13:40:046,25.740, 465.17,  77.39,  50.00
647,2026-05-25 15:13:40:086,25.781, 433.79,  77.39,  55.78
648,2026-05-25 15:13:40:126,25.820, 415.81,  77.73,  50.00
649,2026-05-25 15:13:40:166,25.860, 418.60,  78.07,  52.27
650,2026-05-25 15:13:40:208,25.902, 421.55,  78.07,  50.00
651,2026-05-25 15:13:40:247,25.942, 496.65,  78.07,  59.21
652,2026-05-25 15:13:40:288,25.982, 724.56,  77.73,  59.21
653,2026-05-25 15:13:40:327,26.022, 822.42,  78.07,  59.21
654,2026-05-25 15:13:40:366,26.060, 859.91,  78.74,  59.21
655,2026-05-25 15:13:40:405,26.100, 816.19,  78.74,  55.78
656,2026-05-25 15:13:40:448,26.143, 749.32,  79.41,  59.21
657,2026-05-25 15:13:40:486,26.180, 698.98,  79.41,  59.21
658,2026-05-25 15:13:40:528,26.222, 676.10,  79.41,  59.21
659,2026-05-25 15:13:40:568,26.262, 656.56,  79.07,  52.27
660,2026-05-25 15:13:40:608,26.302, 634.34,  79.07,  52.27
661,2026-05-25 15:13:40:648,26.342, 573.95,  79.41,  50.00
662,2026-05-25 15:13:40:689,26.384, 542.63,  78.74,  50.00
663,2026-05-25 15:13:40:728,26.422, 554.09,  78.40,  50.00
664,2026-05-25 15:13:40:766,26.460, 522.48,  78.74,  50.00
665,2026-05-25 15:13:40:806,26.500, 471.27,  78.74,  50.00
666,2026-05-25 15:13:40:846,26.540, 428.09,  78.74,  55.78
667,2026-05-25 15:13:40:886,26.581, 415.81,  79.41,  59.21
668,2026-05-25 15:13:40:926,26.620, 419.59,  79.41,  55.78
669,2026-05-25 15:13:40:967,26.661, 415.81,  78.74,  55.78
670,2026-05-25 15:13:41:006,26.700, 672.41,  78.74,  55.78
671,2026-05-25 15:13:41:046,26.740, 845.50,  79.07,  59.21
672,2026-05-25 15:13:41:088,26.783, 918.23,  79.41,  59.21
673,2026-05-25 15:13:41:128,26.823, 927.46,  79.41,  59.21
674,2026-05-25 15:13:41:168,26.862, 857.03,  79.74,  59.21
675,2026-05-25 15:13:41:212,26.906, 739.54,  79.74,  62.57
676,2026-05-25 15:13:41:248,26.943, 669.34,  80.08,  59.21
677,2026-05-25 15:13:41:287,26.981, 632.33,  80.08,  59.21
678,2026-05-25 15:13:41:327,27.021, 650.08,  79.74,  55.78
679,2026-05-25 15:13:41:366,27.060, 614.22,  79.74,  50.00
680,2026-05-25 15:13:41:406,27.100, 562.23,  79.07,  50.00
681,2026-05-25 15:13:41:446,27.141, 543.42,  79.07,  50.00
682,2026-05-25 15:13:41:489,27.184, 543.42,  79.07,  50.00
683,2026-05-25 15:13:41:530,27.224, 490.76,  78.74,  50.00
684,2026-05-25 15:13:41:568,27.263, 458.25,  78.40,  50.00
685,2026-05-25 15:13:41:606,27.301, 428.09,  78.07,  55.78
686,2026-05-25 15:13:41:646,27.340, 421.55,  78.40,  52.27
687,2026-05-25 15:13:41:687,27.381, 428.09,  78.40,  55.78
688,2026-05-25 15:13:41:727,27.421, 416.80,  78.40,  59.21
689,2026-05-25 15:13:41:768,27.462, 672.41,  78.74,  55.78
690,2026-05-25 15:13:41:807,27.501, 809.35,  79.07,  55.78
691,2026-05-25 15:13:41:846,27.540, 885.98,  79.41,  59.21
692,2026-05-25 15:13:41:886,27.580, 872.35,  79.07,  55.78
693,2026-05-25 15:13:41:928,27.623, 807.83,  79.07,  59.21
694,2026-05-25 15:13:41:969,27.663, 741.38,  79.41,  55.78
695,2026-05-25 15:13:42:009,27.703, 681.79,  79.07,  55.78
696,2026-05-25 15:13:42:048,27.743, 653.94,  79.07,  55.78
697,2026-05-25 15:13:42:088,27.782, 652.09,  79.07,  50.00
698,2026-05-25 15:13:42:128,27.823, 603.21,  79.41,  50.00
699,2026-05-25 15:13:42:168,27.863, 547.97,  79.07,  50.00
700,2026-05-25 15:13:42:206,27.900, 554.09,  78.74,  50.00
701,2026-05-25 15:13:42:248,27.943, 531.94,  78.74,  50.00
702,2026-05-25 15:13:42:288,27.982, 467.90,  78.74,  50.00
703,2026-05-25 15:13:42:328,28.022, 440.13,  78.74,  52.27
704,2026-05-25 15:13:42:366,28.060, 421.55,  78.74,  55.78
705,2026-05-25 15:13:42:406,28.100, 424.33,  79.07,  55.78
706,2026-05-25 15:13:42:447,28.141, 424.33,  78.74,  55.78
707,2026-05-25 15:13:42:487,28.182, 421.55,  78.40,  55.78
708,2026-05-25 15:13:42:529,28.223, 749.32,  78.40,  59.21
709,2026-05-25 15:13:42:566,28.260, 865.98,  78.74,  55.78
710,2026-05-25 15:13:42:608,28.302, 950.29,  78.74,  55.78
711,2026-05-25 15:13:42:648,28.342, 907.94,  78.74,  59.21
712,2026-05-25 15:13:42:688,28.382, 832.75,  79.07,  55.78
713,2026-05-25 15:13:42:728,28.422, 755.58,  78.74,  55.78
714,2026-05-25 15:13:42:768,28.462, 681.17,  78.74,  55.78
715,2026-05-25 15:13:42:806,28.500, 629.70,  79.07,  55.78
716,2026-05-25 15:13:42:848,28.542, 644.84,  79.07,  55.78
717,2026-05-25 15:13:42:887,28.581, 616.24,  79.07,  50.00
718,2026-05-25 15:13:42:926,28.620, 557.85,  78.74,  50.00
719,2026-05-25 15:13:42:966,28.660, 546.56,  78.40,  50.00
720,2026-05-25 15:13:43:006,28.700, 531.15,  78.40,  50.00
721,2026-05-25 15:13:43:047,28.741, 473.03,  78.40,  50.00
722,2026-05-25 15:13:43:086,28.780, 437.37,  78.74,  50.00
723,2026-05-25 15:13:43:129,28.822, 419.59,  78.74,  52.27
724,2026-05-25 15:13:43:168,28.862, 422.53,  79.07,  55.78
725,2026-05-25 15:13:43:211,28.905, 427.27,  79.07,  59.21
726,2026-05-25 15:13:43:249,28.943, 516.95,  79.07,  59.21
727,2026-05-25 15:13:43:287,28.981, 743.67,  79.74,  59.21
728,2026-05-25 15:13:43:327,29.021, 905.97,  80.08,  59.21
729,2026-05-25 15:13:43:367,29.060, 944.84,  80.41,  59.21
730,2026-05-25 15:13:43:407,29.101, 903.10,  80.41,  59.21
731,2026-05-25 15:13:43:448,29.143, 811.48,  80.41,  59.21
732,2026-05-25 15:13:43:486,29.181, 737.25,  80.74,  62.57
733,2026-05-25 15:13:43:528,29.222, 676.87,  80.41,  59.21
734,2026-05-25 15:13:43:567,29.261, 650.70,  80.41,  55.78
735,2026-05-25 15:13:43:605,29.300, 644.84,  80.41,  52.27
736,2026-05-25 15:13:43:645,29.340, 603.83,  80.41,  50.00
737,2026-05-25 15:13:43:688,29.382, 545.78,  79.74,  50.00
738,2026-05-25 15:13:43:728,29.422, 560.04,  80.08,  50.00
739,2026-05-25 15:13:43:768,29.462, 496.65,  79.74,  50.00
740,2026-05-25 15:13:43:806,29.501, 457.28,  79.74,  50.00
741,2026-05-25 15:13:43:846,29.540, 426.29,  79.41,  59.21
742,2026-05-25 15:13:43:886,29.580, 418.60,  79.74,  52.27
743,2026-05-25 15:13:43:926,29.620, 428.09,  80.08,  52.27
744,2026-05-25 15:13:43:968,29.662, 418.60,  80.08,  62.57
745,2026-05-25 15:13:44:006,29.700, 631.71,  79.74,  59.21
746,2026-05-25 15:13:44:048,29.742, 779.82,  80.08,  59.21
747,2026-05-25 15:13:44:089,29.783, 877.20,  79.74,  59.21
748,2026-05-25 15:13:44:129,29.823, 886.44,  79.74,  59.21
749,2026-05-25 15:13:44:168,29.862, 845.50,  79.74,  59.21
750,2026-05-25 15:13:44:208,29.902, 783.63,  80.08,  59.21
751,2026-05-25 15:13:44:248,29.942, 725.63,  80.41,  59.21
752,2026-05-25 15:13:44:288,29.982, 667.95,  80.74,  59.21
753,2026-05-25 15:13:44:328,30.022, 652.71,  80.74,  55.78
754,2026-05-25 15:13:44:366,30.060, 625.68,  80.41,  52.27
755,2026-05-25 15:13:44:406,30.100, 566.76,  80.41,  50.00
756,2026-05-25 15:13:44:447,30.142, 545.78,  80.08,  50.00
